text,label
Love the Syrup... Amazon shipping is horrible,2
Somewhat Bland,2
Amazing!,5
Fake Bully Stick: Not real meat product,2
Bitter surprise,1
K-Caps,4
Good Basic Jerky,4
Great Stuff!,5
awesome pretzels!,5
Muesli,5
Ships incorrectly & Amazon cannot correct,2
Addicted,5
Ariel,3
Cat's are fickel,3
Not worth it...you'll need to spend more money,2
"Emeril's K-cups, Jazzed Up Decaf",4
"""No added sugar""  NOT!!!!",1
Honey Bunches of Oates,2
Excellent Dog Treat,5
Dog Food???,1
Absolutely Love It ! !,5
price a little high,2
Not satisfactory,3
easy flax,4
Not What I expected...,3
"Not Peanut Butter, Peanut Flavored Peanut Butter",2
NO flavor!,1
Not as sweet as the Crunchy Nut flakes...,3
Feel Kinda Ripped Off,2
"Fruit flavored blue and yellow, pink is yummier!",3
Does the job,4
Won't buy again,2
"4 experiments, 4 different tastes",4
Dog food,1
Can't keep them around,5
very very articial tasting/ by donna hunnicutt,1
The food was rotten,1
Moroccan Mint Tea,5
Great price yummy product,5
"Big on sugar, low on ... everything else",2
Not fresh,2
Customer Service Skills Lacking,2
Nice little carousel for K-cups!,4
Best tortilla chips ever!!!,5
nasty,1
No good,1
Skip this product,1
Salty goodness,5
Kene B,5
caviar,4
Happy Baby Organic Puffs,4
I wanted to love it......,2
i'm a fan of tyler but *not* of this flavor,2
Great alternative especially for fitness fanatics,4
Mmmmm. . .Braaaains!,4
Good Flavor & No Salt...Center Spine Section w/Skin & Bones,3
Zuke's Hip Action Is GREAT,2
Not so good,1
Delicious Decaf,5
Not nutrional but dogs love them,3
36g of sugar still there!,2
Not that great,2
It's o.k. -- but quite bland in my opinion,3
So very good!,5
More of a Hot Chocolate,3
I thought it would work better,2
Useless,2
Very Tasty,4
Good GF pasta!,5
Retired in Texas,3
Great first baby's food!,5
I think it is great.....,5
Probably destined for Big Lots (all the details here),2
My wife loves it...,4
No taste,2
Taste really stale,1
Less is More,5
She didnt like them :/,2
Chocolate on top of chocolate,4
Taste Terrible,1
"Kids like it, parents - meh...",3
instant oaty goodness,4
"great treat, but too expensive",2
Didn't Last,3
Good but not the best ...,4
Starbucks Decaf,5
Quite Yummy!,4
multigrain taste and not too salty; too bad they are fried and not baked,3
Often better than zest,5
Thankgod  I don`t have to  shop at your store.,3
Tasty but dry.,3
Dissapointed with Ingredient List,1
Keurig pods vs Senseo,5
Terrible Flavor!!!,1
"tiny, tiny, tiny",2
Pissed off!!!!!!!!!,1
Not So Much!,1
Bitter and not as good as Senseo Dark,3
THE BEST ANIMAL CRACKERS EVER,5
Salmon Jerky,1
Good not Great,3
They love it!,5
Not so tasty bite.,2
Well-rounded but weak,4
Quality suffering. Cracks abound.,2
Love these!!!,5
Not the original recipe since 2007,1
Not what it claims or a bit deceptive,1
bad taste,2
Great hot or iced,5
Ruins perfectly good water,2
"Bold,Rich, Aromatic - Shade Grown and Organic - Packaging Needs Improvement",4
Great nuts!,5
"Price increased, size decreased",1
No bug,4
No complaints,4
Great training treat,5
Nice to get them in an area where it's hard to find them,5
"Filler food is empty, leaves your cat always needing more",1
It's GREAT!,5
Not Durable,2
delicious,5
Good but Virbac has reduced the size,3
Not Great.,2
Disappointed,2
A great product made better,5
Speedy delivery,4
VERY misleading amount,2
"too easy, even for ""not-so-smart"" dogs",2
Not appealing,2
good every day coffee,4
Worst coffee ever,1
not what I expected,2
My cat is a picky eater,3
"Delicious taste, but you pay a premium to substitute fructose for sucrose",4
It grows on you,5
"Delicious, but a little salty",4
Best Coffee! (A+ Grade),5
"Very crispy, Great Apple flavor with a slight sweetness",4
perfect fit,4
Horrible taste,1
Exactly what you Expect,4
Disappointed,4
Good stuff,4
Interesting!,4
Not that great,2
Mediocre tea with artificial flavors,2
Tazo Chai Tea,4
Only works properly for about 3 weeks,1
Watch for price fluctuations!,4
Excellent Tea,5
The Kiwi is a bit overpowering.,3
A good deal,4
It's OK,3
Ants,3
Yum,4
Just got this today and it's great!,5
"I love Raisin Bran, but really dislike this Crunch incarnation",1
"Mistakes, Bad Service All Around",1
yummy,5
Forget the cookies. The cups are awesome!,3
Really Bold Flavor,5
Tasty but pricy,3
Those w/food allergies--caution!,3
Rather Bland,2
Really disappointed,1
Sorry to see it go!,1
$7.99 gone in less than 7 minutes,1
"This Product is marketed ""low-sodium"" - but look at label!",2
Diarrhea 2 for 2,1
Champagne is cheaper,1
Simply the best,5
green mountain K-cup,5
BeetleJ costume,1
LOVE THESE,5
Heart Pops,4
"great coffee, but not the best packaging",4
Vine Voice Verse,2
This Flavor is Disgusting,1
It's purpose,4
"expired product, spoiled item, do not buy",1
Couldn't Be any Better,5
ONLY 15% Juice!,2
great kuchela,5
The Perfect Treat,5
This stuff is pretty horrible,1
Yogi Detox Tea,4
confusing concept,3
"Great food, but don't buy it here.",3
Gross,1
Pretty cinnamon but no fragrance,3
movie theater popcorn,3
Just ok,2
Fairly strange taste,2
Only oatmeal- no granola.,2
Doesn't hold up to cooking,1
sdqjamazrev,4
"Not as rose-flavored as you might think, but still good",4
Good dog treat,5
"Weak, tho tasty",3
Not sure about rawhides for dogs,3
half of them were spoiled,1
The best coffee,5
Suprised,5
"a little weak, but didn't bother my stomach.",4
Great Tea From Mighty Leaf,5
Needs a better texture,3
Messy and no odor control,1
Actually a Mystery Blend,2
OK for decaf,3
Darker than expected,3
Varying results for teens,3
Not what I expected,3
warning,2
STRANGE TASTE,1
Good quick lunch at work,4
Beware health conscious/milk residue intolerant,1
Not so good product,2
favorite treat!,4
Best for Dental Health,5
Unacceptable Change to Product,1
Pretty Tough to Chew,3
Guard with your Life,4
Terrible! The cups were empty!,1
excellent taste,5
I don't give a hoot about Van Houtte,2
Fly Trap,5
My dog isn't crazy about them,3
not necassary,4
"May work for squirrels, but absolutely not chipmunks!",2
good stuff :),5
I used to love this,3
"Tasty, goes well with most dips",5
Danger for anyone with HIGH Blood Pressure,1
I expected a dark roast coffee,3
You are only getting one container!,1
Too much artificial flavoring,2
Baby Food That Tastes Like Real Food,5
Hard to control the quantity.,2
Dog likes it,3
Great product,5
great tea,4
great flavor,5
Do not buy - disgusting,1
"I had high hopes, am a bit disappointed",2
"Speaking for ""The Cat"" - This Stuff is Great!",5
Arsenic in Brown Rice Syrup?,3
Gratuitous Industrial Design for A Good Product,4
I like Lipton Better,2
WAY too sweet for me...,3
Not As Good As I Hoped,3
ehh,2
As good as non decaf,4
Not great,2
Made in China,3
"Does not look appetizing, and baby would not eat it.",1
"Great Tasting, Fairly Spicy, But Watch Serving Size - Recommended",4
DISGUSTING!,1
Would You Like Some Grape Leaves With Your Salt?,2
Dog Treats,2
disappointing,2
"Roller Jams, Wasted Product",2
"Tastes LIke Earl Grey, Good Imitation of the Real Thing",3
Its okay,2
Good stuff,4
"Works Physically, but not Mentally",2
"Just ok, not outstanding",2
WHY is SUGAR the # 2 ingredient in a HOT sauce?,2
Expensive but good,4
Best Gum Ever,5
"Good tea, but not my favorite",4
Artificial sweeteners bothered bowels,1
Disappointed,1
DO NOT FEED YOUR DOG THIS PRODUCT !,1
not so impressive,2
Guinness Bread,4
Coffee Lover,5
"Mmmmm,plastic",1
Worked for me,4
Great price,5
Good Tea,3
Excellent,5
I Love The Message!,3
"Filler food is empty, leaves your cat always needing more",1
"Bland, Snickerdoodle, Tastes like flour",3
mastifflady,3
Best Baking Chocolate,5
better than Hornel,4
Huge Rip Off!,1
Great Product - Not for Every Cat,1
Crunchies Freeze-dried Tropical Fruit,4
be aware,1
Not as good as expected.,3
Decent non-spicy ramen,4
Sweet and hot,4
Pretty good!,4
The cat loves it,4
Delicious!,4
These are absolutely revolting,1
Worked pretty well for my American Pit Bull Terrier,3
I always come back to this tea,5
Not comparable to brewed Starbucks coffee,2
good,4
Coconutty!,4
Horrendous gas,2
"The Box says ""OATMEAL SQUARES"" which I believe is FALSE advertising.,",2
OMG yum,4
Bags not airtight,2
An Anecdote...,3
Damaged cans!!!,1
Nice if you can get it opened,1
Every Consideration but Taste,1
Lied to about amount of Slim Jims,1
Okay but not great.,3
Average,2
4 with reservations....,4
McCann's Steel Cut Oatmeal,3
no different than Regular crushed red pepper,1
Best Chai Tea you can buy,5
outdated,3
Too bad...,2
1 down 47 to go,3
This coffee is very good.,5
Tiny Pops,2
slimy rice,1
tastes like tepid water,1
Great for Senior Dogs/priced too high,5
Wasabi?,2
3 YUMS + 3 UMMMMS?? = 3 STARS,3
disappointed in NJ,1
Need to check expiration dates....,3
Hernia Inducing Cat Litter,1
Pretty tasty jerky,4
Awesome,5
"great idea, needs work",2
"Exp. date 07/ MAR/ 2012 should be OK, but curdled",3
Great coffee BAD containers!,2
Exactly what I was looking fe,4
Epic Fail - Worst Fly Trap Ever Created,1
Lucky dog,5
Mango Macadamia - Strange taste,1
Hard to find anymore.,4
Just delicious!,5
It's Ok,3
Flavored coffees,2
Yuck !,1
Espresso?,2
Economically nuts,3
E.G. tea,4
Tastes good,4
I love Caribou Mahogany!,5
Individually Wrapped Drops with a Sweet Taste,3
Rich Chocolate Mix,1
grilling,4
Love these!,5
natural,3
Love this coffee,5
Probably wouldn't get it again,2
Worst coffee ever!,1
Worm found on Greenies Joint Care,1
Buyer beware,2
delicious,4
like the taste but not the smell,4
Taste's similar to Valentina's Extra Hot,4
Great if you like treats for home decorations rather than food,1
stilton cheese,2
Great!,5
Not even close,2
Chicken Jerky alternative (USA-made) to Dogswell,1
good option,4
If you like tart candy you'll like this but don't eat too much lol,3
There are other and BETTER gluten-free pretzels out there...,2
quite good,4
A little too strong for me,3
"Watery, with an odd after taste",1
Best hazelnut K-Cup we've found...,4
Not as good as I had hoped,2
Not to my taste,3
Not consistant,1
delicious but packaging could be smaller,4
It  has a far eastern taste,5
Caused my 15 year old cat to have diarrhea for first time in his life.,2
Wonderful taste and will protect your teeth,5
Just weak hot chocolate,2
Sweet and crunchy gluten free delight...,4
Tasty generous servings but not what i think of when they say all natural,4
not like the one's from a store,2
Received wrong product,3
I think this coffe has changed recently,2
Not so good this time,2
Amazing,5
"The best, but expensive",4
A good deal?,2
Too expensive!,1
WARNING: Open package received with signs of used product,2
"Good, but pricey.",5
Frappe Quality,4
"blue buffalo dry cat food, basic recipe",3
"No, Thank You",2
Pecan Pie Larabar,1
Not so great says my dog,2
Musty cardamom not fresh,1
dog refused,1
Spoiled,1
Tasty,4
"Good, BUT.....",3
Traverse City Fruit Co,5
Don't waste your money,1
tastes fake,2
From China?? Foreign objects found,1
Bitter and tasteless,2
"My cat loves them, BUT...",1
Not good,1
small stickly area to catch moths,3
Good snack!,3
Pretty weak flavor,2
Just like Dove Bar soap but in a bottle,4
Absolutely delicious.,4
"Enjoyable, but just not for Me.",4
Onslow Says Yuck,1
Gross!,1
100% Natural... from concentrate?!,2
Adorable and entertaining,5
very pleased,5
Was there a recipe change?,1
Not that good,2
Swampy!,2
just OK,2
Jerky Jerky,2
Disappointing,2
ok but could be better,3
"I love Cappuccino but this taste like it's made with skim milk to me, not my favorite flavor",3
Not that great...,2
Absolutely Delicious BUT 150 calories per ounce,4
Not what it was advertised as,1
Terrific Product @ Inflated Price,4
Good formula at a great price!,5
Loveley & Soothing,4
It's okay.,3
Good but not great,3
Total disappointment!,1
A Basic Shampoo,3
Should have gotten a smaller pack,3
Too bitter!!,1
Good experience,4
Great product but WAY OVERPRICED.,1
My son would always spit this back up.,2
biscotti,4
Calm Magnesium Powder,4
it's ok but nothing great,3
Distorted K cups,1
our daughter loves these gummy bears,5
Ken,3
Chili Lime Flavor Review,3
"Very expensive, not tasty",2
Not as good as BBQ,3
COFFEE TASTE,3
"Dye, tough package, decent taste",3
disappointed,1
disappointment,3
Bold & Bitter,3
"One of the best, I think.",5
Turmeric was over a year old,2
Why You Should Go With Another Product,2
Delicious!,5
"It's okay, not that great",2
Bland taste! Terrible!,1
Nothing that sets it apart,3
pricey,2
A Bit Gritty,3
My cat went nuts for these things.,5
Too sweet for my tastes,3
Not as hot as you'd think,4
plenty to go around,4
Didn't help my dogs allergies and she doesn't care for it either,3
Brown and Old,1
STRONG Liquorice,4
I suspect the quality of honey,2
"Cotton Drawstring Muslin bags 3"" x5""",5
Terrible!  Tastes Horrible.,1
It's a fake....  Artificicially flavored!,1
Tastes Fine But it's Instant Coffee...,3
Chai Heaven,5
A little sweet,3
Good Product but Suspicious Behavior,2
Cheaper than cruise ships or the island stores,5
These are a Lifesaver!,5
1 star is far too generous a rating!,1
Cat Treat,3
So weak!,1
Don't overwater!,5
Good but SPICY! ***1/2,3
A bit weak,2
"Syrupy tasting, Unlikeable flavor. Yuk!",1
He hates this stuff.,3
Strange flavor --- I didn't like it,2
So fast!,3
Wonderful,5
This is great tea.,4
Great cereal! Bad price here.,5
Tea,3
Not real maple syrup,3
unhappy with bully sticks,2
taste great,4
The picture is nicer than the real Bouquet,3
Small pops,3
Crispy and Yum Yum Yum,4
A little disappointing,3
Tasted like Ranch Style Beans with salty hot sauce,2
Decent coffee but more like water than espresso,2
Good protein snack,4
Marley coffee,4
My cats Love this food!,5
Good with Green Tea!,4
Wrong Slice,2
My dog isnt into these.,2
dissapointed,2
My two cats love Paw Lickin' Chicken,5
Didnt like these at all,2
Disposible K cups via Amazon,3
powdered tea,4
Great,3
Cytomax Performance Drink,4
"Smells bad, tastes good",4
"These reviews are Pre- company change! Good, no longer great",3
Great product! My dogs love it!,5
expensive and unpleasant,2
World King Candy Cigarettes,5
The Only One I Avoid.,1
Expectations Met,5
Good but not Great...,4
Major Ostrim Fan gets Major Food Poisoning - Timeline of Events,2
Bland.,1
Loaded with Nitrates,1
BEWARE OF MALTITOL,1
Keeps Flakes At Bay,3
We WERE addicted to it! Now it SUCKS!,1
"Great kick, not too sweet",5
Interesting taste,3
Great treats.,5
"Disappointed the oil didn't come in a ""jar"" ended up being a ""plastic bottle.""  :(",3
Not good!,1
My mind is blown,5
Childhood memory,5
GREAT TASTING COFFEE!!!,5
Best Tea on the market for sleepless nights,5
"Tastes okay, nothing special",3
Poor After Taste,1
Disappointed,2
My cats love this food!,5
Tastes wonderful - but....,3
NO TASTE OR FLAVOR -BAD CHOICE,2
"Pretty good, but not great",3
Ridiculously blatant lies-there are no round puffs of CC,1
Pricey but tasty,4
Awesome little treats!,4
Cracked Pepper Popcorn is the Best Ever Invented Period.,5
"Very, very dry turkey jerky, if you like Trader Joe's jerky you won't like this",2
Too sweet. More like strawberry candy.,1
Not enough left for a Zing!!,2
Weaker than expected,3
Swiss Miss No Sugar Added Hot Cocoa Mix,4
Not a bad healthy snack,4
Not what I expected!,2
terrible,1
Tasty but salty,4
New Formula = bad taste,2
Not a good buy,1
New flavor,4
Best ginger ale,5
Actually 2 and 1/2 stars,2
Wet sloppy mess,3
Very tasty Almond Butter,5
"Dogswell Happy Hips for Dogs, Beef Liver",1
NOT THE BEST I'VE HAD,2
Too many oranges!,4
Shipping takes it's toll,3
Delicious,5
"Good flavor, a little strong",4
No Corn Flavor :o(,4
Haggis isn't aweful!,5
"Good Taste, Good Flavor, good value.....",4
Don't be fooled by product image and description,1
Too sweet!,1
Great product...,4
"Wonderful taste and color, without bitterness. Superb tea!",5
"Great idea, but hold the salt please!!",3
GREAT!!!!,5
Char Rub,4
Strong Smoke Flavored Cooked Salmon,2
Inferior K-cup product,1
not happy,2
Caused Both My Cats to Have Diarrhea,1
A different way to brew,5
Perfect condition.,5
Still Taste Great,5
Thankfully Still the Same,5
"Unfortunately, I got a bad shipment (I hope).",2
